,PPutida_1,PPutida_2,PPutida_4,locus_tag,name,description,type,length
PP_4831,4.0,10.0,17.0,PP_RS25220,,cobalt-precorrin-5B (C(1))-methyltransferase,CDS,1095
PP_4832,6.0,7.0,15.0,PP_RS25225,,cobalt-precorrin-6A reductase,CDS,720
PP_4833,5.0,18.0,12.0,PP_RS25230,,NfeD family protein,CDS,438
PP_4834,18.0,31.0,29.0,PP_RS25235,,SPFH domain-containing protein,CDS,855
PP_4835,18.0,66.0,31.0,PP_RS25240,,DUF2946 domain-containing protein,CDS,390
PP_4836,5.0,32.0,17.0,PP_RS25245,,copper chaperone PCu(A)C,CDS,486
PP_0477,1042.0,1551.0,1540.0,PP_RS02530,rpsK,30S ribosomal protein S11,CDS,390
PP_4837,2.0,8.0,0.0,PP_RS25250,,DUF2946 domain-containing protein,CDS,432
PP_4838,42.0,16.0,13.0,PP_RS25255,,TonB-dependent copper receptor,CDS,2067
PP_4839,9.0,39.0,15.0,PP_RS25260,,PepSY domain-containing protein,CDS,1368
PP_4840,42.0,70.0,55.0,PP_RS25265,cycA,D-serine/D-alanine/glycine transporter,CDS,1407
PP_4841,32.0,47.0,23.0,PP_RS25270,urtA,urea ABC transporter substrate-binding protein,CDS,1266
PP_4842,17.0,7.0,4.0,PP_RS25275,urtB,urea ABC transporter permease subunit UrtB,CDS,1488
PP_4843,21.0,16.0,7.0,PP_RS25280,urtC,urea ABC transporter permease subunit UrtC,CDS,1080
PP_4844,9.0,1.0,4.0,PP_RS25285,urtD,urea ABC transporter ATP-binding protein UrtD,CDS,858
PP_4845,4.0,5.0,6.0,PP_RS25290,urtE,urea ABC transporter ATP-binding subunit UrtE,CDS,699
PP_4846,6.0,45.0,29.0,PP_RS25295,,GNAT family N-acetyltransferase,CDS,516
PP_0049,96.0,155.0,131.0,PP_RS00250,,hypothetical protein,CDS,1398
PP_0478,341.0,918.0,1034.0,PP_RS02535,rpsD,30S ribosomal protein S4,CDS,621
PP_4847,14.0,65.0,35.0,PP_RS25300,,chaperone modulator CbpM,CDS,306
PP_4848,135.0,380.0,434.0,PP_RS25305,cbpA,curved DNA-binding protein,CDS,960
PP_4849,33.0,21.0,26.0,PP_RS25310,,Hsp70 family protein,CDS,1272
PP_4850,45.0,44.0,37.0,PP_RS25315,,AI-2E family transporter,CDS,1008
PP_4851,61.0,57.0,88.0,PP_RS25320,,PsiF family protein,CDS,288
PP_4852,9.0,24.0,12.0,PP_RS25325,,helix-turn-helix transcriptional regulator,CDS,789
PP_4853,6.0,9.0,8.0,PP_RS25330,,DMT family transporter,CDS,882
PP_4854,14.0,26.0,6.0,PP_RS25335,,triacylglycerol lipase,CDS,891
PP_4855,17.0,39.0,18.0,PP_RS25340,osmE,osmotically-inducible lipoprotein OsmE,CDS,342
PP_4856,26.0,40.0,63.0,PP_RS25345,,bacterioferritin,CDS,531
PP_0479,583.0,1474.0,1949.0,PP_RS02540,rpoA,DNA-directed RNA polymerase subunit alpha,CDS,1002
PP_4857,41.0,76.0,128.0,PP_RS25350,,AsmA family protein,CDS,2067
PP_4858,17.0,11.0,12.0,PP_RS25355,,hypothetical protein,CDS,498
PP_4859,18.0,13.0,16.0,PP_RS25360,,TetR family transcriptional regulator,CDS,636
PP_4860,25.0,36.0,43.0,PP_RS25365,,AGE family epimerase/isomerase,CDS,1101
PP_4861,10.0,31.0,19.0,PP_RS25370,,hypothetical protein,CDS,249
PP_4862,25.0,88.0,120.0,PP_RS25375,,SDR family oxidoreductase,CDS,765
PP_4863,31.0,57.0,46.0,PP_RS25380,,ABC transporter ATP-binding protein,CDS,717
PP_4864,19.0,32.0,30.0,PP_RS25385,,ATP-binding cassette domain-containing protein,CDS,876
PP_4865,24.0,20.0,26.0,PP_RS25390,livM,high-affinity branched-chain amino acid ABC transporter permease LivM,CDS,1302
PP_4866,18.0,43.0,44.0,PP_RS25395,,branched-chain amino acid ABC transporter permease,CDS,915
PP_0480,120.0,356.0,442.0,PP_RS02545,rplQ,50S ribosomal protein L17,CDS,387
PP_4867,52.0,144.0,181.0,PP_RS25400,,branched-chain amino acid ABC transporter substrate-binding protein,CDS,1137
PP_4868,35.0,91.0,97.0,PP_RS25405,pncB,nicotinate phosphoribosyltransferase,CDS,1206
PP_4869,51.0,239.0,285.0,PP_RS25410,nadE,ammonia-dependent NAD(+) synthetase,CDS,828
PP_4870,1026.0,3151.0,3843.0,PP_RS25415,azu,azurin,CDS,450
PP_4871,4.0,16.0,27.0,PP_RS25420,,TIGR00730 family Rossman fold protein,CDS,588
PP_4872,94.0,173.0,175.0,PP_RS25425,,YgiQ family radical SAM protein,CDS,2301
PP_4873,37.0,116.0,111.0,PP_RS25430,dnaB,replicative DNA helicase,CDS,1398
PP_4874,25.0,145.0,184.0,PP_RS25435,rplI,50S ribosomal protein L9,CDS,447
PP_4875,208.0,837.0,769.0,PP_RS25440,,hypothetical protein,CDS,864
PP_4876,56.0,219.0,223.0,PP_RS25445,rpsR,30S ribosomal protein S18,CDS,231
PP_0481,104.0,245.0,225.0,PP_RS02550,,catalase,CDS,1440
PP_4877,415.0,1130.0,1137.0,PP_RS25450,rpsF,30S ribosomal protein S6,CDS,426
PP_4878,23.0,24.0,13.0,PP_RS25455,,IS110 family transposase,CDS,201
PP_4879,23.0,96.0,96.0,PP_RS25460,rlmB,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB,CDS,747
PP_4880,310.0,939.0,913.0,PP_RS25465,rnr,ribonuclease R,CDS,2574
PP_t46,0.0,19.0,2.0,PP_RS25470,,tRNA-Leu,tRNA,87
PP_t47,1.0,14.0,10.0,PP_RS25475,,tRNA-Leu,tRNA,87
PP_4881,29.0,76.0,123.0,PP_RS25480,,extracellular solute-binding protein,CDS,1014
PP_4882,10.0,51.0,11.0,PP_RS25485,,iron ABC transporter permease,CDS,1566
PP_0482,316.0,552.0,566.0,PP_RS02555,bfr,bacterioferritin,CDS,465
PP_5717,17.0,20.0,10.0,PP_RS25500,,hypothetical protein,CDS,375
PP_4885,266.0,140.0,149.0,PP_RS25505,,hypothetical protein,CDS,972
PP_4886,28.0,14.0,20.0,PP_RS25510,,type VI secretion system tube protein Hcp,CDS,489
PP_4887,14.0,30.0,29.0,PP_RS25515,,DUF2867 domain-containing protein,CDS,453
PP_4888,12.0,18.0,19.0,PP_RS25520,,methyl-accepting chemotaxis protein,CDS,1935
PP_4889,141.0,295.0,395.0,PP_RS25525,,adenylosuccinate synthase,CDS,1293
PP_4890,35.0,115.0,105.0,PP_RS25530,,ATP phosphoribosyltransferase regulatory subunit,CDS,1188
PP_4891,69.0,297.0,298.0,PP_RS25535,hflC,protease modulator HflC,CDS,870
PP_4892,73.0,393.0,426.0,PP_RS25540,hflK,FtsH protease activity modulator HflK,CDS,1182
PP_4893,114.0,522.0,457.0,PP_RS25545,hflX,ribosome rescue GTPase HflX,CDS,1302
PP_0483,121.0,407.0,454.0,PP_RS02560,uvrA,excinuclease ABC subunit UvrA,CDS,2835
PP_4894,287.0,887.0,658.0,PP_RS25550,hfq,RNA chaperone Hfq,CDS,261
PP_4895,55.0,223.0,243.0,PP_RS25555,miaA,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA,CDS,972
PP_4896,62.0,178.0,192.0,PP_RS25560,mutL,DNA mismatch repair endonuclease MutL,CDS,1899
PP_4897,67.0,195.0,199.0,PP_RS25565,,N-acetylmuramoyl-L-alanine amidase,CDS,1431
PP_4898,48.0,116.0,103.0,PP_RS25570,tsaE,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE,CDS,474
PP_4899,7.0,78.0,72.0,PP_RS25575,,NAD(P)H-hydrate dehydratase,CDS,861
PP_4900,30.0,79.0,95.0,PP_RS25580,queG,tRNA epoxyqueuosine(34) reductase QueG,CDS,1065
PP_4901,4.0,34.0,10.0,PP_RS25585,,trimeric intracellular cation channel family protein,CDS,612
PP_4902,30.0,102.0,144.0,PP_RS25590,orn,oligoribonuclease,CDS,543
PP_4903,29.0,85.0,71.0,PP_RS25595,rsgA,small ribosomal subunit biogenesis GTPase RsgA,CDS,1032
PP_0484,244.0,520.0,466.0,PP_RS02565,,MFS transporter,CDS,1395
PP_4904,47.0,125.0,185.0,PP_RS25600,motB,flagellar motor protein MotB,CDS,1041
PP_4905,53.0,172.0,190.0,PP_RS25605,motA,flagellar motor stator protein MotA,CDS,852
PP_4906,22.0,91.0,70.0,PP_RS25610,,HDOD domain-containing protein,CDS,1536
PP_4907,41.0,112.0,91.0,PP_RS25615,,rhodanese-like domain-containing protein,CDS,810
PP_4908,5.0,53.0,69.0,PP_RS25620,asd,archaetidylserine decarboxylase,CDS,864
PP_4909,48.0,126.0,130.0,PP_RS25625,serB,phosphoserine phosphatase SerB,CDS,1215
PP_4910,30.0,112.0,88.0,PP_RS25630,,AhpA/YtjB family protein,CDS,1458
PP_4911,56.0,111.0,86.0,PP_RS25635,,membrane integrity-associated transporter subunit PqiC,CDS,711
PP_4912,61.0,211.0,244.0,PP_RS25640,parC,DNA topoisomerase IV subunit A,CDS,2259
PP_4913,3.0,20.0,8.0,PP_RS25645,,TIGR02281 family clan AA aspartic protease,CDS,519
PP_0485,71.0,414.0,392.0,PP_RS02570,,single-stranded DNA-binding protein,CDS,546
PP_4914,11.0,119.0,75.0,PP_RS25650,,esterase-like activity of phytase family protein,CDS,987
PP_4915,81.0,326.0,335.0,PP_RS25655,parE,DNA topoisomerase IV subunit B,CDS,1905
PP_4916,11.0,18.0,20.0,PP_RS25660,,YqiA/YcfP family alpha/beta fold hydrolase,CDS,609
PP_4917,9.0,46.0,40.0,PP_RS25665,cpdA,"3',5'-cyclic-AMP phosphodiesterase",CDS,801
PP_4918,10.0,52.0,33.0,PP_RS25670,,DUF1249 domain-containing protein,CDS,453
PP_4919,59.0,153.0,160.0,PP_RS25675,,NUDIX domain-containing protein,CDS,618
PP_4920,31.0,126.0,114.0,PP_RS25680,,RsiV family protein,CDS,747
PP_4921,10.0,21.0,16.0,PP_RS25685,cytX,putative hydroxymethylpyrimidine transporter CytX,CDS,1284
PP_4922,79.0,186.0,179.0,PP_RS25690,thiC,phosphomethylpyrimidine synthase ThiC,CDS,1881
PP_4923,157.0,437.0,424.0,PP_RS25695,,TolC family outer membrane protein,CDS,1434
PP_0486,26.0,58.0,57.0,PP_RS02575,,PLP-dependent aminotransferase family protein,CDS,1383
PP_4924,254.0,355.0,242.0,PP_RS25700,,S8 family serine peptidase,CDS,5418
PP_4925,45.0,14.0,6.0,PP_RS25705,,hypothetical protein,CDS,807
PP_4926,30.0,7.0,0.0,PP_RS25710,,HlyD family type I secretion periplasmic adaptor subunit,CDS,1419
PP_4927,64.0,30.0,9.0,PP_RS25715,,type I secretion system permease/ATPase,CDS,2145
PP_4928,23.0,55.0,51.0,PP_RS25720,waaA,lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase,CDS,1272
PP_4929,2.0,13.0,10.0,PP_RS25725,,LysR family transcriptional regulator,CDS,891
PP_4930,6.0,3.0,6.0,PP_RS25730,,multidrug efflux SMR transporter,CDS,333
PP_4931,14.0,46.0,48.0,PP_RS25735,,FAD-binding oxidoreductase,CDS,1176
PP_4932,29.0,59.0,55.0,PP_RS25740,,aldo/keto reductase,CDS,813
PP_4933,32.0,98.0,105.0,PP_RS25745,,hypothetical protein,CDS,969
PP_0487,14.0,14.0,14.0,PP_RS02580,,TSUP family transporter,CDS,786
PP_4934,73.0,250.0,249.0,PP_RS25750,hldE,bifunctional D-glycero-beta-D-manno-heptose-7-phosphate kinase/D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase HldE,CDS,1422
PP_4935,93.0,394.0,439.0,PP_RS25755,msbA,lipid A export permease/ATP-binding protein MsbA,CDS,1809
PP_4936,24.0,33.0,42.0,PP_RS25760,,O-antigen ligase,CDS,1176
PP_4937,20.0,32.0,44.0,PP_RS25765,,hypothetical protein,CDS,606
PP_4938,9.0,91.0,75.0,PP_RS25770,,glycosyltransferase,CDS,1092
PP_4939,36.0,97.0,83.0,PP_RS25775,,glycosyltransferase family 2 protein,CDS,774
PP_4940,23.0,46.0,46.0,PP_RS25780,,glycosyltransferase,CDS,957
PP_4941,9.0,39.0,14.0,PP_RS25785,,PIG-L deacetylase family protein,CDS,1404
PP_4942,22.0,35.0,49.0,PP_RS25790,,antimicrobial resistance protein Mig-14,CDS,897
PP_4943,17.0,63.0,47.0,PP_RS25795,,glycosyltransferase,CDS,1131
PP_5424,34.0,53.0,75.0,PP_RS00255,,hypothetical protein,CDS,402
PP_0488,13.0,15.0,34.0,PP_RS02585,,SDR family NAD(P)-dependent oxidoreductase,CDS,762
PP_4944,168.0,440.0,369.0,PP_RS25800,,carbamoyltransferase,CDS,1758
PP_4945,24.0,120.0,140.0,PP_RS25805,rlmJ,23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ,CDS,837
PP_4946,42.0,48.0,27.0,PP_RS25810,putP,sodium/proline symporter PutP,CDS,1479
PP_4947,104.0,442.0,489.0,PP_RS25815,putA,trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase,CDS,3954
PP_5718,36.0,52.0,25.0,PP_RS25820,,hypothetical protein,CDS,684
PP_4948,32.0,21.0,24.0,PP_RS25825,,acyl-CoA dehydrogenase,CDS,1803
PP_4949,20.0,93.0,61.0,PP_RS25830,,TldD/PmbA family protein,CDS,1443
PP_4950,26.0,45.0,60.0,PP_RS25835,,TldD/PmbA family protein,CDS,1320
PP_4951,5.0,27.0,16.0,PP_RS25840,mdtD,multidrug transporter subunit MdtD,CDS,1428
PP_4952,7.0,38.0,47.0,PP_RS25845,dbpA,ATP-dependent RNA helicase DbpA,CDS,1338
PP_0489,1008.0,1657.0,1715.0,PP_RS02590,fdnG,formate dehydrogenase-N subunit alpha,CDS,3069
PP_4953,11.0,16.0,14.0,PP_RS25850,,NAD(P)/FAD-dependent oxidoreductase,CDS,1182
PP_4954,18.0,57.0,33.0,PP_RS25855,yccS,YccS family putative transporter,CDS,2184
PP_4955,9.0,25.0,12.0,PP_RS25860,,ABC transporter substrate-binding protein,CDS,738
PP_4956,8.0,23.0,16.0,PP_RS25865,,GNAT family N-acetyltransferase,CDS,453
PP_4957,3.0,10.0,8.0,PP_RS25870,,helix-turn-helix domain-containing protein,CDS,297
PP_4958,11.0,28.0,32.0,PP_RS25875,,M48 family metallopeptidase,CDS,501
PP_4959,177.0,163.0,288.0,PP_RS25880,,bifunctional diguanylate cyclase/phosphodiesterase,CDS,2127
PP_4960,109.0,523.0,575.0,PP_RS25885,fba,class II fructose-bisphosphate aldolase,CDS,1065
PP_4961,6.0,49.0,28.0,PP_RS25890,,MliC family protein,CDS,330
PP_4962,1.0,44.0,24.0,PP_RS25895,,hypothetical protein,CDS,252
PP_0490,42.0,92.0,101.0,PP_RS02595,fdxH,formate dehydrogenase subunit beta,CDS,951
PP_4963,40.0,95.0,105.0,PP_RS25900,,phosphoglycerate kinase,CDS,1164
PP_4964,15.0,86.0,109.0,PP_RS25905,epd,erythrose-4-phosphate dehydrogenase,CDS,1059
PP_4965,99.0,347.0,451.0,PP_RS25910,tkt,transketolase,CDS,1998
PP_4966,25.0,190.0,169.0,PP_RS25915,,metalloregulator ArsR/SmtB family transcription factor,CDS,993
PP_4967,139.0,405.0,458.0,PP_RS25920,metK,methionine adenosyltransferase,CDS,1191
PP_4968,12.0,24.0,10.0,PP_RS25925,ligB,NAD-dependent DNA ligase LigB,CDS,1701
PP_4969,25.0,81.0,91.0,PP_RS25930,,DUF1090 domain-containing protein,CDS,393
PP_4970,18.0,36.0,19.0,PP_RS25935,,cytochrome c,CDS,459
PP_4971,16.0,32.0,51.0,PP_RS25940,,murein transglycosylase A,CDS,1152
PP_4972,8.0,25.0,26.0,PP_RS25945,,MAPEG family protein,CDS,387
PP_0491,24.0,77.0,63.0,PP_RS02600,,formate dehydrogenase subunit gamma,CDS,657
PP_4973,17.0,15.0,20.0,PP_RS25950,,DMT family transporter,CDS,834
PP_4974,17.0,66.0,59.0,PP_RS25955,,sodium:proton antiporter,CDS,1236
PP_4975,107.0,244.0,269.0,PP_RS25960,,acyl-CoA thioesterase,CDS,402
PP_4976,253.0,610.0,751.0,PP_RS25965,ahcY,adenosylhomocysteinase,CDS,1410
PP_4977,53.0,118.0,103.0,PP_RS25970,metF,methylenetetrahydrofolate reductase [NAD(P)H],CDS,846
PP_4978,17.0,41.0,55.0,PP_RS25975,,hypothetical protein,CDS,1077
PP_4979,6.0,26.0,23.0,PP_RS25980,,ABC transporter substrate-binding protein,CDS,789
PP_4980,111.0,334.0,417.0,PP_RS25985,,DEAD/DEAH box helicase,CDS,1881
PP_4981,49.0,151.0,141.0,PP_RS25990,,YceI family protein,CDS,579
PP_4982,10.0,35.0,22.0,PP_RS25995,,cytochrome b,CDS,552
PP_0492,22.0,68.0,51.0,PP_RS02605,fdhE,formate dehydrogenase accessory protein FdhE,CDS,927
PP_4983,23.0,53.0,50.0,PP_RS26000,,flavin monoamine oxidase family protein,CDS,1860
PP_4984,30.0,115.0,144.0,PP_RS26005,,adenosylmethionine--8-amino-7-oxononanoate transaminase,CDS,1407
PP_4985,6.0,16.0,14.0,PP_RS26010,,16S rRNA (uracil(1498)-N(3))-methyltransferase,CDS,720
PP_4986,13.0,27.0,13.0,PP_RS26015,,hemolysin III family protein,CDS,618
PP_4987,7.0,5.0,11.0,PP_RS26020,,chemotaxis protein CheW,CDS,474
PP_4988,64.0,232.0,195.0,PP_RS26025,,Hpt domain-containing protein,CDS,4941
PP_4989,50.0,110.0,106.0,PP_RS26030,,methyl-accepting chemotaxis protein,CDS,2025
PP_4990,9.0,8.0,6.0,PP_RS26035,,chemotaxis protein CheW,CDS,555
PP_4991,43.0,194.0,285.0,PP_RS26040,pilH,twitching motility response regulator PilH,CDS,366
PP_4992,43.0,127.0,148.0,PP_RS26045,,PleD family two-component system response regulator,CDS,402
PP_0493,23.0,107.0,114.0,PP_RS02610,selA,L-seryl-tRNA(Sec) selenium transferase,CDS,1428
PP_4993,12.0,75.0,90.0,PP_RS26050,gshB,glutathione synthase,CDS,954
PP_4994,20.0,52.0,35.0,PP_RS26055,,energy transducer TonB,CDS,906
PP_4995,28.0,113.0,106.0,PP_RS26060,,YqgE/AlgH family protein,CDS,570
PP_4996,20.0,40.0,43.0,PP_RS26065,ruvX,Holliday junction resolvase RuvX,CDS,429
PP_4997,4.0,25.0,23.0,PP_RS26070,pyrR,bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR,CDS,519
PP_4998,34.0,75.0,115.0,PP_RS26075,,aspartate carbamoyltransferase catalytic subunit,CDS,1005
PP_4999,8.0,106.0,112.0,PP_RS26080,,dihydroorotase,CDS,1272
PP_5000,130.0,541.0,234.0,PP_RS26085,hslV,ATP-dependent protease subunit HslV,CDS,531
PP_5001,132.0,559.0,335.0,PP_RS26090,hslU,ATP-dependent protease ATPase subunit HslU,CDS,1344
PP_5002,19.0,48.0,47.0,PP_RS26095,,gamma-butyrobetaine hydroxylase-like domain-containing protein,CDS,378
PP_0494,33.0,91.0,51.0,PP_RS02615,selB,selenocysteine-specific translation elongation factor,CDS,1923
PP_5003,101.0,233.0,271.0,PP_RS26100,phaC,class II poly(R)-hydroxyalkanoic acid synthase,CDS,1680
PP_5004,26.0,55.0,56.0,PP_RS26105,phaZ,poly(3-hydroxyalkanoate) depolymerase,CDS,852
PP_5005,27.0,53.0,87.0,PP_RS26110,phaC,class II poly(R)-hydroxyalkanoic acid synthase,CDS,1683
PP_5006,15.0,51.0,57.0,PP_RS26115,,TetR/AcrR family transcriptional regulator,CDS,615
PP_5007,86.0,365.0,516.0,PP_RS26120,,phasin family protein,CDS,786
PP_5008,165.0,245.0,179.0,PP_RS26125,,phasin family protein,CDS,420
PP_5009,113.0,65.0,66.0,PP_RS26130,,DUF6543 domain-containing protein,CDS,4494
PP_5010,0.0,17.0,23.0,PP_RS26135,,polyhydroxyalkanoic acid system family protein,CDS,276
PP_5011,133.0,619.0,396.0,PP_RS26140,ubiE,"bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE",CDS,771
PP_5012,8.0,57.0,65.0,PP_RS26145,,SCP2 domain-containing protein,CDS,624
PP_t75,0.0,0.0,2.0,PP_RS02620,,tRNA-Sec,tRNA,96
PP_5013,56.0,160.0,181.0,PP_RS26150,ubiB,ubiquinone biosynthesis regulatory protein kinase UbiB,CDS,1623
PP_5014,51.0,110.0,100.0,PP_RS26155,hisI,phosphoribosyl-AMP cyclohydrolase,CDS,393
PP_5015,31.0,71.0,65.0,PP_RS26160,,phosphoribosyl-ATP diphosphatase,CDS,336
PP_5016,88.0,219.0,214.0,PP_RS26165,,twin-arginine translocase TatA/TatE family subunit,CDS,273
PP_5017,4.0,38.0,34.0,PP_RS26170,tatB,Sec-independent protein translocase protein TatB,CDS,378
PP_5018,41.0,140.0,127.0,PP_RS26175,tatC,twin-arginine translocase subunit TatC,CDS,789
PP_5019,11.0,25.0,32.0,PP_RS26180,,16S rRNA (uracil(1498)-N(3))-methyltransferase,CDS,708
PP_5020,47.0,87.0,69.0,PP_RS26185,,methyl-accepting chemotaxis protein,CDS,1917
PP_5021,26.0,22.0,8.0,PP_RS26190,,methyl-accepting chemotaxis protein,CDS,1944
PP_5022,16.0,20.0,36.0,PP_RS26195,,amino acid ABC transporter ATP-binding protein,CDS,735
PP_0495,10.0,18.0,23.0,PP_RS02625,,asparaginase,CDS,999
PP_5023,31.0,24.0,30.0,PP_RS26200,,amino acid ABC transporter permease,CDS,963
PP_5024,93.0,170.0,159.0,PP_RS26205,,transporter substrate-binding domain-containing protein,CDS,798
PP_5025,51.0,143.0,89.0,PP_RS26210,mdoH,glucans biosynthesis glucosyltransferase MdoH,CDS,2574
PP_5026,115.0,284.0,330.0,PP_RS26215,,glucan biosynthesis protein G,CDS,1740
PP_5027,13.0,62.0,61.0,PP_RS26220,dtd,D-aminoacyl-tRNA deacylase,CDS,438
PP_5028,48.0,155.0,174.0,PP_RS26225,pip,prolyl aminopeptidase,CDS,972
PP_5029,19.0,26.0,15.0,PP_RS26230,hutG,N-formylglutamate deformylase,CDS,804
PP_5030,6.0,7.0,5.0,PP_RS26235,hutI,imidazolonepropionase,CDS,1206
PP_5031,41.0,30.0,23.0,PP_RS26240,,amino acid permease,CDS,1404
PP_5032,14.0,34.0,35.0,PP_RS26245,hutH,histidine ammonia-lyase,CDS,1533
PP_0496,24.0,43.0,16.0,PP_RS02630,,sodium:alanine symporter family protein,CDS,1443
PP_5033,29.0,32.0,31.0,PP_RS26250,hutU,urocanate hydratase,CDS,1674
PP_5034,9.0,4.0,3.0,PP_RS26255,,HutD family protein,CDS,573
PP_5035,18.0,29.0,38.0,PP_RS26260,hutC,histidine utilization repressor,CDS,711
PP_5036,14.0,35.0,4.0,PP_RS26265,,formimidoylglutamate deiminase,CDS,1365
PP_5037,17.0,63.0,72.0,PP_RS26270,,lipocalin family protein,CDS,573
PP_5038,25.0,53.0,43.0,PP_RS26275,bamE,outer membrane protein assembly factor BamE,CDS,255
PP_5039,5.0,30.0,56.0,PP_RS26280,,DUF924 family protein,CDS,597
PP_5040,84.0,339.0,402.0,PP_RS26285,,class 1 fructose-bisphosphatase,CDS,1011
PP_5041,101.0,168.0,205.0,PP_RS26290,,glycogen/starch/alpha-glucan phosphorylase,CDS,2451
PP_5042,13.0,29.0,20.0,PP_RS26295,,YkgJ family cysteine cluster protein,CDS,405
PP_0050,10.0,13.0,10.0,PP_RS00260,,RcnB family protein,CDS,408
PP_0497,5.0,15.0,13.0,PP_RS02635,,helix-turn-helix transcriptional regulator,CDS,810
PP_5043,36.0,27.0,35.0,PP_RS26300,,PhoPQ-activated pathogenicity-related family protein,CDS,1422
PP_5044,291.0,620.0,715.0,PP_RS26305,typA,translational GTPase TypA,CDS,1821
PP_5045,86.0,207.0,177.0,PP_RS26310,thiI,tRNA uracil 4-sulfurtransferase ThiI,CDS,1455
PP_5046,868.0,1725.0,1774.0,PP_RS26315,glnA,type I glutamate--ammonia ligase,CDS,1407
PP_5047,38.0,109.0,141.0,PP_RS26320,glnL,nitrogen regulation protein NR(II),CDS,1086
PP_5048,67.0,155.0,149.0,PP_RS26325,ntrC,nitrogen regulation protein NR(I),CDS,1437
PP_5050,50.0,50.0,53.0,PP_RS26330,,IS110-like element ISPpu10 family transposase,CDS,966
PP_5051,23.0,48.0,55.0,PP_RS26335,,hypothetical protein,CDS,438
PP_5052,10.0,75.0,57.0,PP_RS26340,trmL,tRNA (uridine(34)/cytosine(34)/5- carboxymethylaminomethyluridine(34)-2'-O)- methyltransferase TrmL,CDS,462
PP_5053,51.0,129.0,202.0,PP_RS26345,secB,protein-export chaperone SecB,CDS,486
PP_0498,21.0,52.0,53.0,PP_RS02640,,alpha/beta hydrolase,CDS,846
PP_5054,15.0,54.0,38.0,PP_RS26350,grxC,glutaredoxin 3,CDS,255
PP_5055,14.0,78.0,56.0,PP_RS26355,,rhodanese-like domain-containing protein,CDS,414
PP_5056,47.0,160.0,174.0,PP_RS26360,gpmI,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",CDS,1536
PP_5057,100.0,137.0,137.0,PP_RS26365,,murein hydrolase activator EnvC,CDS,1317
PP_5058,31.0,109.0,114.0,PP_RS26370,,S41 family peptidase,CDS,1317
PP_5059,19.0,34.0,30.0,PP_RS26375,,divergent polysaccharide deacetylase family protein,CDS,768
PP_5060,91.0,49.0,46.0,PP_RS26380,,dermonecrotic toxin domain-containing protein,CDS,4686
PP_5061,21.0,17.0,17.0,PP_RS26385,,BCCT family transporter,CDS,1535
PP_5719,45.0,102.0,104.0,PP_RS26390,betI,transcriptional regulator BetI,CDS,657
PP_5063,61.0,128.0,180.0,PP_RS26395,betB,betaine-aldehyde dehydrogenase,CDS,1473
PP_5064,36.0,118.0,120.0,PP_RS26400,betA,choline dehydrogenase,CDS,1698
PP_5065,50.0,12.0,37.0,PP_RS26405,,dermonecrotic toxin domain-containing protein,CDS,2151
PP_5066,41.0,74.0,61.0,PP_RS26410,,potassium/proton antiporter,CDS,1743
PP_5067,99.0,136.0,128.0,PP_RS26415,mscK,mechanosensitive channel MscK,CDS,3309
PP_5068,30.0,83.0,89.0,PP_RS26420,,protein adenylyltransferase SelO,CDS,1461
PP_5069,25.0,30.0,49.0,PP_RS26425,trxC,thioredoxin TrxC,CDS,435
PP_5070,66.0,120.0,113.0,PP_RS26430,,ParA family protein,CDS,774
PP_5071,16.0,12.0,9.0,PP_RS26435,,LysR family transcriptional regulator,CDS,900
PP_5072,18.0,32.0,23.0,PP_RS26440,,MFS transporter,CDS,1188
PP_5073,44.0,35.0,33.0,PP_RS26445,,YgiW/YdeI family stress tolerance OB fold protein,CDS,348
PP_5074,64.0,194.0,165.0,PP_RS26450,hemE,uroporphyrinogen decarboxylase,CDS,1065
PP_5075,68.0,178.0,141.0,PP_RS26455,,FAD-dependent oxidoreductase,CDS,1419
PP_5076,168.0,565.0,648.0,PP_RS26460,gltB,glutamate synthase large subunit,CDS,4446
PP_5077,73.0,306.0,302.0,PP_RS26465,,SPOR domain-containing protein,CDS,1590
PP_5078,67.0,207.0,230.0,PP_RS26470,aroB,3-dehydroquinate synthase,CDS,1098
PP_5079,29.0,168.0,158.0,PP_RS26475,aroK,shikimate kinase AroK,CDS,519
PP_5080,43.0,66.0,82.0,PP_RS26480,,type IV pilus secretin PilQ,CDS,1263
PP_5081,11.0,11.0,21.0,PP_RS26485,,pilus assembly protein PilP,CDS,1002
PP_5082,2.0,0.0,1.0,PP_RS26490,,PilN domain-containing protein,CDS,537
