,PPutida_1,PPutida_2,PPutida_4,locus_tag,name,description,type,length
PP_0439,1023,1102,655,PP_RS02320,,hypothetical protein,CDS,426
PP_4460,3918,4845,1225,PP_RS23175,,LysR substrate-binding domain-containing protein,CDS,927
PP_4461,557,614,352,PP_RS23180,,MFS transporter,CDS,1293
PP_4462,126,108,76,PP_RS23185,,RraA family protein,CDS,666
PP_4463,534,668,297,PP_RS23190,,carbon-nitrogen hydrolase family protein,CDS,876
PP_4464,289,447,173,PP_RS23195,,LysR family transcriptional regulator,CDS,906
PP_4465,178,242,102,PP_RS23200,,OprD family porin,CDS,1344
PP_4466,983,1130,450,PP_RS23205,,TauD/TfdA family dioxygenase,CDS,873
PP_4467,2217,2925,798,PP_RS23210,,LysR family transcriptional regulator,CDS,903
PP_5689,388,451,176,PP_RS23215,,hypothetical protein,CDS,684
PP_5690,1032,1045,367,PP_RS23220,,hypothetical protein,CDS,384
PP_5691,507,398,215,PP_RS23225,,hypothetical protein,CDS,447
PP_5692,1883,2093,1250,PP_RS23230,,DUF6957 family protein,CDS,393
PP_4468,1225,1402,626,PP_RS23235,,LuxR C-terminal-related transcriptional regulator,CDS,492
PP_4469,1755,1948,925,PP_RS23245,phnN,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN",CDS,594
PP_5693,3836,5180,1841,PP_RS23250,,hypothetical protein,CDS,270
PP_4470,31787,33117,9645,PP_RS23255,,Arc family DNA-binding protein,CDS,327
PP_4471,11055,12454,5326,PP_RS23260,mgtE,magnesium transporter,CDS,1443
PP_4472,3836,3823,2273,PP_RS23290,csrA,carbon storage regulator CsrA,CDS,189
PP_4473,25355,23566,14444,PP_RS23295,,aspartate kinase,CDS,1236
PP_4474,56422,57893,28863,PP_RS23300,alaS,alanine--tRNA ligase,CDS,2625
PP_4475,4834,4851,2028,PP_RS23305,astE,succinylglutamate desuccinylase,CDS,1008
PP_4476,2409,2525,1456,PP_RS23310,,topoisomerase II,CDS,291
PP_4477,5255,5115,2486,PP_RS23315,astB,N-succinylarginine dihydrolase,CDS,1350
PP_0046,769,909,394,PP_RS00230,,OprD family porin,CDS,1344
PP_4478,4078,3910,2016,PP_RS23320,astD,succinylglutamate-semialdehyde dehydrogenase,CDS,1464
PP_4479,4878,4622,2296,PP_RS23325,astA,arginine N-succinyltransferase,CDS,1029
PP_4480,4637,4304,2936,PP_RS23330,aruF,arginine/ornithine succinyltransferase subunit alpha,CDS,1020
PP_4481,11177,12203,5964,PP_RS23335,,aspartate aminotransferase family protein,CDS,1221
PP_4482,4006,3324,1865,PP_RS23340,argR,transcriptional regulator ArgR,CDS,981
PP_4483,2464,2193,1535,PP_RS23345,,ABC transporter ATP-binding protein,CDS,765
PP_4484,2454,2568,1196,PP_RS23350,,ABC transporter permease,CDS,699
PP_4485,2997,2990,1915,PP_RS23355,,ABC transporter permease,CDS,690
PP_4486,11409,11332,5549,PP_RS23360,,ABC transporter substrate-binding protein,CDS,786
PP_4487,20660,22756,9165,PP_RS23365,acs,acetate--CoA ligase,CDS,1962
PP_0440,479736,487466,189267,PP_RS02340,tuf,elongation factor Tu,CDS,1194
PP_4488,132,157,58,PP_RS23370,,DUF2790 domain-containing protein,CDS,255
PP_4489,2560,2479,1277,PP_RS23375,,sigma-54-dependent phenylalanine hydroxylase transcriptional regulator PhhR,CDS,1560
PP_4490,3918,4302,1420,PP_RS23380,phhA,phenylalanine 4-monooxygenase,CDS,789
PP_4491,736,725,423,PP_RS23385,,4a-hydroxytetrahydrobiopterin dehydratase,CDS,357
PP_5694,1414,1179,619,PP_RS28815,,hypothetical protein,CDS,129
PP_4492,930,1257,494,PP_RS23390,,MFS transporter,CDS,1203
PP_4493,23631,25227,11695,PP_RS23395,,FAD-binding and (Fe-S)-binding domain-containing protein,CDS,3021
PP_4494,566,603,304,PP_RS23400,,LysR substrate-binding domain-containing protein,CDS,885
PP_4495,9274,8515,4518,PP_RS23405,,amino acid permease,CDS,1419
PP_4496,5809,5232,2816,PP_RS23410,,23S rRNA pseudouridine(2605) synthase RluB,CDS,1068
PP_4497,1360,1301,572,PP_RS23415,scpB,SMC-Scp complex subunit ScpB,CDS,768
PP_4498,2658,2896,1435,PP_RS23420,,ScpA family protein,CDS,741
PP_4499,6771,6841,3386,PP_RS23425,,L-threonylcarbamoyladenylate synthase,CDS,630
PP_4500,6541,7600,3726,PP_RS23430,,PHP domain-containing protein,CDS,861
PP_4501,10064,11588,5177,PP_RS23435,,septation protein A,CDS,594
PP_4502,2579,2288,1432,PP_RS23440,,YciI family protein,CDS,300
PP_4503,5111,4223,3111,PP_RS23445,,response regulator transcription factor,CDS,678
PP_4504,509,609,302,PP_RS23450,,Spy/CpxP family protein refolding chaperone,CDS,417
PP_4505,1256,1123,636,PP_RS23455,,HAMP domain-containing sensor histidine kinase,CDS,1341
PP_4506,1768,1473,1031,PP_RS23460,,NAD(P)H nitroreductase,CDS,558
PP_0441,125403,128930,54916,PP_RS02350,secE,preprotein translocase subunit SecE,CDS,369
PP_4507,4223,5208,1975,PP_RS23465,,TrkH family potassium uptake protein,CDS,1455
PP_4508,5993,6197,2872,PP_RS23470,,AraC family transcriptional regulator,CDS,1062
PP_4509,1546,1773,818,PP_RS23475,,DUF962 domain-containing protein,CDS,312
PP_4510,294,287,223,PP_RS23480,,"UDP-2,3-diacylglucosamine diphosphatase",CDS,798
PP_4511,904,856,465,PP_RS23485,,AraC family transcriptional regulator,CDS,768
PP_4512,1668,1937,754,PP_RS23490,,DMT family transporter,CDS,891
PP_4513,251,193,153,PP_RS23495,,SelT/SelW/SelH family protein,CDS,282
PP_4514,3572,4423,1854,PP_RS23500,,patatin-like phospholipase family protein,CDS,2187
PP_4515,1816,1664,887,PP_RS23505,,MarR family transcriptional regulator,CDS,438
PP_4516,8232,7538,3593,PP_RS23510,recQ,DNA helicase RecQ,CDS,2148
PP_0442,66548,52338,22872,PP_RS02355,nusG,transcription termination/antitermination protein NusG,CDS,534
PP_4517,17125,17895,8660,PP_RS23515,,YecA family protein,CDS,588
PP_4518,1525,1529,831,PP_RS23520,,YbaN family protein,CDS,366
PP_4519,19261,17238,9970,PP_RS23525,,TolC family outer membrane protein,CDS,1359
PP_4520,1785,1770,929,PP_RS23530,,tRNA-uridine aminocarboxypropyltransferase,CDS,600
PP_4521,2954,4403,1813,PP_RS23535,,PAS domain-containing methyl-accepting chemotaxis protein,CDS,1566
PP_4522,1887,2319,970,PP_RS23540,,LysR family transcriptional regulator,CDS,894
PP_4523,616,666,292,PP_RS23545,speB,agmatinase,CDS,951
PP_4524,1604,2337,1106,PP_RS23550,,sodium:solute symporter,CDS,1380
PP_4525,965,1004,725,PP_RS23555,,LysR family transcriptional regulator,CDS,894
PP_0443,70021,61613,37244,PP_RS02360,rplK,50S ribosomal protein L11,CDS,432
PP_4526,671,617,289,PP_RS23560,,MFS transporter,CDS,1173
PP_4527,2669,2460,1317,PP_RS23565,,DMT family transporter,CDS,927
PP_4528,648,819,414,PP_RS23570,,hypothetical protein,CDS,396
PP_4529,2672,3266,1130,PP_RS23575,,BrnA antitoxin family protein,CDS,255
PP_4530,1421,1254,1082,PP_RS23580,,BrnT family toxin,CDS,279
PP_4531,1651,2318,575,PP_RS23585,,hypothetical protein,CDS,273
PP_4532,20341,21861,9557,PP_RS23590,,DEAD/DEAH box helicase,CDS,1362
PP_4533,2202,1922,834,PP_RS23595,,mechanosensitive ion channel family protein,CDS,1302
PP_5695,983,1271,552,PP_RS23600,,DUF3077 domain-containing protein,CDS,270
PP_4534,659,754,409,PP_RS23605,,hypothetical protein,CDS,243
PP_0444,132620,119979,74878,PP_RS02365,rplA,50S ribosomal protein L1,CDS,696
PP_4535,12890,14228,6137,PP_RS23610,,DUF3732 domain-containing protein,CDS,2004
PP_5696,3482,5473,1655,PP_RS23615,,three component ABC system middle component,CDS,462
PP_5697,2209,2945,1106,PP_RS23620,,hypothetical protein,CDS,294
PP_4536,468,421,198,PP_RS23625,,mechanosensitive ion channel family protein,CDS,612
PP_4537,503,600,183,PP_RS23630,,carboxylate/amino acid/amine transporter,CDS,876
PP_4538,471,521,204,PP_RS23635,,FMN-dependent NADH-azoreductase,CDS,600
PP_5698,1193,1313,404,PP_RS23640,,hypothetical protein,CDS,315
PP_4539,701,745,502,PP_RS23645,,LysR family transcriptional regulator,CDS,924
PP_4540,2236,2262,1201,PP_RS23650,,alpha/beta fold hydrolase,CDS,813
PP_4541,5041,5380,1837,PP_RS23655,,peptidylprolyl isomerase A,CDS,558
PP_0445,89207,93232,35945,PP_RS02370,rplJ,50S ribosomal protein L10,CDS,501
PP_4542,4002,4931,1965,PP_RS23660,,ABC transporter ATP-binding protein,CDS,1833
PP_4543,3073,4299,1536,PP_RS23665,,GNAT family N-acetyltransferase,CDS,1128
PP_4544,2831,2938,1530,PP_RS23670,,putative porin,CDS,1245
PP_4545,14380,15505,6529,PP_RS23675,,beta-ketoacyl-ACP synthase III,CDS,1122
PP_4546,10595,10530,5836,PP_RS23680,hrpA,ATP-dependent RNA helicase HrpA,CDS,3906
PP_4547,6111,8003,2777,PP_RS23685,,glutamine synthetase family protein,CDS,1365
PP_4548,1948,1664,1003,PP_RS23690,,FAD-binding oxidoreductase,CDS,1308
PP_4549,10805,11493,4745,PP_RS23695,fadD1,long-chain-fatty-acid--CoA ligase FadD1,CDS,1698
PP_4550,4644,6649,1833,PP_RS23700,fadD2,long-chain-fatty-acid--CoA ligase FadD2,CDS,1689
PP_4551,2974,2888,1580,PP_RS23705,,alpha/beta hydrolase,CDS,945
PP_0446,42875,38266,18764,PP_RS02375,rplL,50S ribosomal protein L7/L12,CDS,366
PP_4552,3591,3028,1617,PP_RS23710,,MaoC family dehydratase,CDS,471
PP_4553,757,766,593,PP_RS23715,,RNA polymerase sigma factor,CDS,1239
PP_4554,407,466,276,PP_RS23720,,SRPBCC family protein,CDS,486
PP_4555,210,241,151,PP_RS23725,,YciI family protein,CDS,345
PP_4556,214,264,116,PP_RS23730,,nuclear transport factor 2 family protein,CDS,426
PP_4557,228,261,149,PP_RS23735,,DUF2790 domain-containing protein,CDS,258
PP_4558,541,498,334,PP_RS23740,,GNAT family N-acetyltransferase,CDS,405
PP_4559,2847,2849,1304,PP_RS23745,def,peptide deformylase,CDS,537
PP_4560,3633,4191,2514,PP_RS23750,,YihY/virulence factor BrkB family protein,CDS,957
PP_4561,146,120,50,PP_RS23755,,CsbD family protein,CDS,180
PP_0447,139134,139287,69241,PP_RS02380,rpoB,DNA-directed RNA polymerase subunit beta,CDS,4074
PP_4562,1676,2030,809,PP_RS23760,,hypothetical protein,CDS,381
PP_4563,8972,9407,5402,PP_RS23765,,S1 RNA-binding domain-containing protein,CDS,837
PP_4564,895,1128,450,PP_RS23770,,DUF6279 family lipoprotein,CDS,861
PP_4565,2198,3770,1160,PP_RS23775,aceK,bifunctional isocitrate dehydrogenase kinase/phosphatase,CDS,1716
PP_4566,757,857,389,PP_RS23780,,DMT family transporter,CDS,876
PP_4567,526,377,208,PP_RS23785,,DUF4265 domain-containing protein,CDS,459
PP_4568,5239,5229,2688,PP_RS23790,,DMT family transporter,CDS,882
PP_4570,11571,11991,5054,PP_RS23800,,aspartyl/asparaginyl beta-hydroxylase domain-containing protein,CDS,936
PP_4571,11329,12003,4868,PP_RS23805,cysK,cysteine synthase A,CDS,975
PP_0047,126,130,79,PP_RS00235,,heavy metal response regulator transcription factor,CDS,675
PP_0448,109047,110824,63860,PP_RS02385,rpoC,DNA-directed RNA polymerase subunit beta',CDS,4200
PP_4572,330,354,142,PP_RS23810,,DUF748 domain-containing protein,CDS,1074
PP_4573,5288,6346,2182,PP_RS23815,,MoxR family ATPase,CDS,846
PP_4574,4467,4793,1912,PP_RS23820,,VWA domain-containing protein,CDS,1179
PP_4575,1607,1774,1124,PP_RS23825,,biotin-dependent carboxyltransferase family protein,CDS,918
PP_4576,3334,3627,2912,PP_RS23830,pxpB,5-oxoprolinase subunit PxpB,CDS,687
PP_4577,1278,1246,580,PP_RS23835,,5-oxoprolinase subunit PxpA,CDS,777
PP_4578,470,489,292,PP_RS23840,,MFS transporter,CDS,1287
PP_4579,1800,2249,932,PP_RS23845,,LysR family transcriptional regulator,CDS,912
PP_4580,2076,1753,807,PP_RS23850,,DUF2937 family protein,CDS,522
PP_4581,9362,9708,3575,PP_RS23855,,class II glutamine amidotransferase,CDS,774
PP_0449,120068,143749,48671,PP_RS02390,rpsL,30S ribosomal protein S12,CDS,372
PP_4582,6282,7530,3074,PP_RS23860,,hypothetical protein,CDS,498
PP_4583,4474,5697,2370,PP_RS23865,,S9 family peptidase,CDS,2043
PP_4584,3030,3020,1073,PP_RS23875,,YajD family HNH nuclease,CDS,372
PP_4585,3919,4457,2207,PP_RS23880,,RNA methyltransferase,CDS,471
PP_4586,4264,4323,2500,PP_RS23885,,hypothetical protein,CDS,1209
PP_4587,2703,2801,1800,PP_RS23890,,YcgN family cysteine cluster protein,CDS,450
PP_4588,2282,1822,1105,PP_RS23895,,nitroreductase family protein,CDS,594
PP_4589,5573,6057,2983,PP_RS23900,,D-2-hydroxyacid dehydrogenase,CDS,933
PP_4590,3780,4007,1754,PP_RS23905,,YcgL domain-containing protein,CDS,294
PP_0450,76783,74312,33991,PP_RS02395,rpsG,30S ribosomal protein S7,CDS,471
PP_4591,8574,8791,4593,PP_RS23910,rnd,ribonuclease D,CDS,1134
PP_4592,1238,1826,712,PP_RS23915,,phosphoethanolamine transferase,CDS,1638
PP_4593,4718,6506,3105,PP_RS23920,,YdcH family protein,CDS,237
PP_4594,2341,2841,1021,PP_RS23925,,PLP-dependent aspartate aminotransferase family protein,CDS,1182
PP_4595,1100,1303,427,PP_RS23930,,Lrp/AsnC family transcriptional regulator,CDS,462
PP_4596,967,1205,521,PP_RS23935,,FdhF/YdeP family oxidoreductase,CDS,2331
PP_4597,4064,4690,2113,PP_RS23940,moaA,"GTP 3',8-cyclase MoaA",CDS,1005
PP_4598,891,1243,474,PP_RS23945,,bestrophin family protein,CDS,900
PP_4599,1737,2348,899,PP_RS23950,,IS110-like element ISPpu10 family transposase,CDS,966
PP_4600,755,903,352,PP_RS23955,moaB,molybdenum cofactor biosynthesis protein B,CDS,519
PP_0451,312991,331269,160955,PP_RS02400,fusA,elongation factor G,CDS,2148
PP_4601,3483,3799,1849,PP_RS23960,,LysR family transcriptional regulator,CDS,888
PP_4602,2939,3639,1792,PP_RS23965,,AraC family transcriptional regulator,CDS,783
PP_4603,962,984,407,PP_RS23970,,IS110-like element ISPpu9 family transposase,CDS,1329
PP_4604,160,193,92,PP_RS23975,,DMT family transporter,CDS,903
PP_4605,1252,1396,508,PP_RS23980,,helix-turn-helix domain-containing protein,CDS,876
PP_4606,769,818,382,PP_RS23985,,TonB-dependent siderophore receptor,CDS,2391
PP_4607,220,169,110,PP_RS23990,,FecR domain-containing protein,CDS,981
PP_4608,360,506,167,PP_RS23995,,RNA polymerase sigma factor,CDS,576
PP_4609,73,47,46,PP_RS24000,,DUF3325 domain-containing protein,CDS,327
PP_4610,506,628,366,PP_RS24005,,PepSY domain-containing protein,CDS,1578
PP_0452,442758,503007,186646,PP_RS02405,tuf,elongation factor Tu,CDS,1194
PP_5699,82,72,45,PP_RS24010,,DUF3649 domain-containing protein,CDS,306
PP_4611,232,175,138,PP_RS24015,,sigma-70 family RNA polymerase sigma factor,CDS,513
PP_4612,774,641,365,PP_RS24020,,FecR domain-containing protein,CDS,927
PP_4613,637,708,384,PP_RS24025,fecA,TonB-dependent Fe(3+) dicitrate receptor FecA,CDS,2325
PP_5700,23230,22115,10991,PP_RS24030,,HPF/RaiA family ribosome-associated protein,CDS,348
PP_4614,1434,1385,667,PP_RS24035,,DUF3509 domain-containing protein,CDS,291
PP_4615,1559,1447,880,PP_RS24040,,phosphate-starvation-inducible protein PsiE,CDS,471
PP_4616,1992,2217,1433,PP_RS24045,,YebG family protein,CDS,264
PP_4617,2174,2646,1355,PP_RS24050,,Glu/Leu/Phe/Val dehydrogenase dimerization domain-containing protein,CDS,1020
PP_4618,1219,1140,580,PP_RS24055,,SirB1 family protein,CDS,807
PP_0453,32897,26356,11171,PP_RS02410,rpsJ,30S ribosomal protein S10,CDS,312
PP_4619,553,517,244,PP_RS24060,maiA,maleylacetoacetate isomerase,CDS,633
PP_4620,2286,2255,1735,PP_RS24065,fahA,fumarylacetoacetase,CDS,1293
PP_4621,4458,5824,1795,PP_RS24070,hmgA,"homogentisate 1,2-dioxygenase",CDS,1302
PP_4622,1486,1602,592,PP_RS24075,,IclR family transcriptional regulator,CDS,834
PP_4623,3170,3962,1782,PP_RS24080,,hypothetical protein,CDS,3225
PP_4624,4695,6679,2354,PP_RS24085,,alpha/beta fold hydrolase,CDS,906
PP_4625,4522,5012,1628,PP_RS24090,,LrgB family protein,CDS,687
PP_4626,5581,8812,2352,PP_RS24095,,CidA/LrgA family protein,CDS,387
PP_4627,888,887,425,PP_RS24100,,LysR family transcriptional regulator,CDS,882
PP_4628,1206,1182,622,PP_RS24105,,flavodoxin,CDS,456
PP_0454,190461,203728,115280,PP_RS02415,rplC,50S ribosomal protein L3,CDS,636
PP_4629,2065,2428,1200,PP_RS24110,,PAS sensor domain-containing protein,CDS,429
PP_5702,8584,9556,3078,PP_RS24115,,hypothetical protein,CDS,618
PP_4630,5264,6048,2225,PP_RS24120,,MerR family transcriptional regulator,CDS,936
PP_4631,4939,6417,1878,PP_RS24125,,antibiotic biosynthesis monooxygenase,CDS,561
PP_4632,4919,5756,2270,PP_RS24130,folM,dihydromonapterin reductase,CDS,738
PP_4633,3904,3189,1350,PP_RS24135,,DUF1244 domain-containing protein,CDS,297
PP_5703,1834,1965,805,PP_RS24140,,HopJ type III effector protein,CDS,342
PP_4634,1716,1888,881,PP_RS24145,,alpha/beta fold hydrolase,CDS,909
PP_4635,18013,16881,9958,PP_RS24150,fabV,enoyl-ACP reductase FabV,CDS,1212
PP_4636,1470,1548,742,PP_RS24155,,acetyl-CoA C-acetyltransferase,CDS,1179
PP_0455,101774,106561,59661,PP_RS02420,rplD,50S ribosomal protein L4,CDS,603
PP_4637,5095,5556,2538,PP_RS24160,,5-methyltetrahydropteroyltriglutamate-- homocysteine methyltransferase,CDS,801
PP_4638,2347,2062,1282,PP_RS24165,,methylenetetrahydrofolate reductase C-terminal domain-containing protein,CDS,1488
PP_4639,2540,2078,1910,PP_RS24170,yjiA,GTPase,CDS,978
PP_4640,2100,2388,793,PP_RS24175,,YbdD/YjiX family protein,CDS,198
PP_4641,11471,11877,6109,PP_RS24180,,carbon starvation CstA family protein,CDS,2067
PP_4642,2590,3368,1427,PP_RS24185,,PilZ domain-containing protein,CDS,363
PP_4643,1232,1188,612,PP_RS24190,,nucleobase:cation symporter-2 family protein,CDS,1518
PP_4644,3737,3713,1978,PP_RS24195,radA,DNA repair protein RadA,CDS,1371
PP_4645,19536,26999,8754,PP_RS24200,mscL,large-conductance mechanosensitive channel protein MscL,CDS,420
PP_4646,5457,6028,3203,PP_RS24205,,ferredoxin--NADP reductase,CDS,777
PP_0456,65661,74601,30613,PP_RS02425,rplW,50S ribosomal protein L23,CDS,300
PP_4647,3658,4836,2132,PP_RS24210,,autoinducer binding domain-containing protein,CDS,708
PP_4648,3897,4037,2401,PP_RS24215,,methyltransferase,CDS,1125
PP_4649,610,458,518,PP_RS24220,,DUF2474 domain-containing protein,CDS,156
PP_4650,4345,5183,3092,PP_RS24225,cydB,cytochrome d ubiquinol oxidase subunit II,CDS,1008
PP_4651,16787,22371,10903,PP_RS24230,,cytochrome ubiquinol oxidase subunit I,CDS,1437
PP_4652,2271,2752,1086,PP_RS24235,,MFS transporter,CDS,1221
PP_4653,6762,6521,3613,PP_RS24240,,NCS2 family permease,CDS,1296
PP_4654,2174,2074,1224,PP_RS24245,trmA,tRNA (uridine(54)-C5)-methyltransferase TrmA,CDS,1086
PP_4655,857,753,456,PP_RS24250,pcaG,"protocatechuate 3,4-dioxygenase subunit alpha",CDS,606
PP_4656,4393,3758,1694,PP_RS24255,pcaH,"protocatechuate 3,4-dioxygenase subunit beta",CDS,720
PP_0457,98041,91620,36259,PP_RS02430,rplB,50S ribosomal protein L2,CDS,825
PP_4657,5600,7420,3770,PP_RS24260,,neutral zinc metallopeptidase,CDS,885
PP_4658,5533,8182,2969,PP_RS24265,,methyl-accepting chemotaxis protein,CDS,1920
PP_4659,2956,3919,1263,PP_RS24270,ggt,gamma-glutamyltransferase,CDS,1668
PP_4660,1393,1569,652,PP_RS24275,,LysR family transcriptional regulator,CDS,897
PP_4661,1315,1381,580,PP_RS24280,,NAD(P)H-dependent oxidoreductase,CDS,591
PP_4662,387,311,153,PP_RS24285,,putative quinol monooxygenase,CDS,315
PP_4663,1753,2276,717,PP_RS24290,,sulfite exporter TauE/SafE family protein,CDS,765
PP_4664,320,439,180,PP_RS24295,,LysR substrate-binding domain-containing protein,CDS,882
PP_4665,193,264,124,PP_RS24300,,cupin domain-containing protein,CDS,345
PP_4666,4159,4978,2912,PP_RS24305,mmsB,3-hydroxyisobutyrate dehydrogenase,CDS,888
PP_0048,110,131,64,PP_RS00240,,hypothetical protein,CDS,324
PP_0458,72880,152326,37666,PP_RS02435,rpsS,30S ribosomal protein S19,CDS,276
PP_4667,3243,3732,2704,PP_RS24310,,CoA-acylating methylmalonate-semialdehyde dehydrogenase,CDS,1527
PP_4668,942,1105,498,PP_RS24315,,LysR family transcriptional regulator,CDS,951
PP_4669,892,770,610,PP_RS24320,,OmpA family protein,CDS,492
PP_4670,1255,1092,478,PP_RS24325,,diguanylate cyclase domain-containing protein,CDS,1272
PP_4671,1328,1475,636,PP_RS24330,,YfiR family protein,CDS,567
PP_4672,1603,1827,777,PP_RS24335,recD,exodeoxyribonuclease V subunit alpha,CDS,2076
PP_4673,3675,3464,1789,PP_RS24340,recB,exodeoxyribonuclease V subunit beta,CDS,3675
PP_4674,5793,5380,2731,PP_RS24345,recC,exodeoxyribonuclease V subunit gamma,CDS,3483
PP_0459,22233,19696,13253,PP_RS02440,rplV,50S ribosomal protein L22,CDS,333
PP_4675,414,586,174,PP_RS24375,msrQ,protein-methionine-sulfoxide reductase heme-binding subunit MsrQ,CDS,594
PP_4676,1117,1563,553,PP_RS24380,msrP,protein-methionine-sulfoxide reductase catalytic subunit MsrP,CDS,1014
PP_4677,5465,5874,1898,PP_RS24385,pssA,CDP-diacylglycerol--serine O-phosphatidyltransferase,CDS,852
PP_4678,52831,68955,27914,PP_RS24390,ilvC,ketol-acid reductoisomerase,CDS,1017
PP_4679,6558,6363,3547,PP_RS24395,ilvN,acetolactate synthase small subunit,CDS,492
PP_4680,21007,24221,9263,PP_RS24400,,acetolactate synthase 3 large subunit,CDS,1725
PP_4681,1525,1624,629,PP_RS24405,,YqcC family protein,CDS,333
PP_0460,55010,47186,20113,PP_RS02445,rpsC,30S ribosomal protein S3,CDS,687
PP_4682,7341,6831,3955,PP_RS24410,,M48 family metallopeptidase,CDS,801
PP_4683,6538,7308,3573,PP_RS24415,mrcB,penicillin-binding protein 1B,CDS,2322
PP_4684,15009,15123,7346,PP_RS24420,,bifunctional aminoglycoside phosphotransferase/ATP-binding protein,CDS,1563
PP_4685,1443,1353,1091,PP_RS24425,,TfoX/Sxy family protein,CDS,279
PP_4686,373,475,190,PP_RS24430,,ChaN family lipoprotein,CDS,885
PP_4687,205,184,160,PP_RS24435,,heme ABC transporter ATP-binding protein,CDS,768
PP_4688,396,441,270,PP_RS24440,,iron ABC transporter permease,CDS,984
PP_4689,1216,1276,700,PP_RS24445,,hemin ABC transporter substrate-binding protein,CDS,885
PP_4690,710,815,252,PP_RS24450,,Rieske (2Fe-2S) protein,CDS,345
PP_4691,1808,1888,811,PP_RS24455,sfsA,DNA/RNA nuclease SfsA,CDS,714
PP_0461,29006,26973,19837,PP_RS02450,rplP,50S ribosomal protein L16,CDS,414
PP_4692,4788,5228,2221,PP_RS24460,,pyridoxal phosphate-dependent aminotransferase,CDS,1173
PP_4693,15878,14295,5773,PP_RS24465,dksA,RNA polymerase-binding protein DksA,CDS,447
PP_4694,1103,856,549,PP_RS24470,gluQRS,tRNA glutamyl-Q(34) synthetase GluQRS,CDS,888
PP_5704,909,1257,367,PP_RS24475,,hypothetical protein,CDS,177
PP_4695,3273,3599,1657,PP_RS24480,,sensor histidine kinase,CDS,2976
PP_4696,16197,19493,9265,PP_RS24485,,sigma-54 dependent transcriptional regulator,CDS,1443
PP_4697,17060,17483,9325,PP_RS24490,,polynucleotide adenylyltransferase PcnB,CDS,1383
PP_4698,2236,1880,1792,PP_RS24495,folK,2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase,CDS,480
PP_4699,2330,2173,1082,PP_RS24500,panB,3-methyl-2-oxobutanoate hydroxymethyltransferase,CDS,801
PP_4700,4064,4133,1745,PP_RS24505,panC,pantoate--beta-alanine ligase,CDS,864
PP_0462,15034,13566,6187,PP_RS02455,rpmC,50S ribosomal protein L29,CDS,192
PP_4701,16834,21174,8463,PP_RS24510,pgi,glucose-6-phosphate isomerase,CDS,1665
PP_4702,2428,2631,1504,PP_RS24515,acs,acetate--CoA ligase,CDS,1935
PP_4703,1317,1404,517,PP_RS24520,,oxygenase MpaB family protein,CDS,870
PP_4704,4896,4713,2967,PP_RS24525,,DUF748 domain-containing protein,CDS,2937
PP_4705,311,327,176,PP_RS24530,,VOC family protein,CDS,414
PP_4706,140,137,88,PP_RS24535,,putative quinol monooxygenase,CDS,303
PP_4707,1014,1142,335,PP_RS24540,,BON domain-containing protein,CDS,351
PP_4708,71851,68862,29118,PP_RS24545,pnp,polyribonucleotide nucleotidyltransferase,CDS,2106
PP_4709,35556,28989,11500,PP_RS24550,rpsO,30S ribosomal protein S15,CDS,270
PP_4710,10300,8847,7415,PP_RS24555,truB,tRNA pseudouridine(55) synthase TruB,CDS,918
PP_0463,27999,26635,12233,PP_RS02460,rpsQ,30S ribosomal protein S17,CDS,267
PP_4711,2440,1774,1699,PP_RS24560,rbfA,30S ribosome-binding factor RbfA,CDS,399
PP_4712,59155,49418,28994,PP_RS24565,infB,translation initiation factor IF-2,CDS,2541
PP_4713,87671,72310,39445,PP_RS24570,nusA,transcription termination factor NusA,CDS,1482
PP_4714,19919,17016,8471,PP_RS24575,rimP,ribosome maturation factor RimP,CDS,459
PP_5706,60928,70547,31387,PP_RS24590,secG,preprotein translocase subunit SecG,CDS,399
PP_4715,71362,97051,36268,PP_RS24595,tpiA,triose-phosphate isomerase,CDS,756
PP_4716,17636,15570,8833,PP_RS24600,glmM,phosphoglucosamine mutase,CDS,1341
PP_4717,4019,3040,1716,PP_RS24605,folP,dihydropteroate synthase,CDS,852
PP_0464,136619,179032,52865,PP_RS02465,rplN,50S ribosomal protein L14,CDS,369
PP_4718,29222,33044,15205,PP_RS24610,ftsH,ATP-dependent zinc metalloprotease FtsH,CDS,1905
PP_4719,6723,8232,4439,PP_RS24615,rlmE,23S rRNA (uridine(2552)-2'-O)-methyltransferase RlmE,CDS,624
PP_4720,12270,11816,6337,PP_RS24620,yhbY,ribosome assembly RNA-binding protein YhbY,CDS,309
PP_4721,7646,7455,4204,PP_RS24625,,hypothetical protein,CDS,450
PP_4722,8988,10804,4305,PP_RS24630,greA,transcription elongation factor GreA,CDS,483
PP_4723,72320,70269,34702,PP_RS24635,carB,carbamoyl-phosphate synthase large subunit,CDS,3222
PP_4724,26981,25223,13327,PP_RS24640,carA,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit,CDS,1137
PP_4725,10335,11585,4696,PP_RS24645,dapB,4-hydroxy-tetrahydrodipicolinate reductase,CDS,804
PP_4726,9188,7594,4989,PP_RS24650,dnaJ,molecular chaperone DnaJ,CDS,1128
